Height,Weight,Age,Gender
163,63,18,Female
168,80,36,Male
172,86,27,Female
162,60,38,Female
165,83,32,Male
164,60,38,Female
166,69,21,Female
165,99,19,Male
171,94,27,Male
179,55,31,Male
140,70,22,Male
181,63,36,Female
182,51,21,Male
168,65,27,Female
170,89,27,Male
146,97,33,Male
169,95,30,Female
190,75,19,Male
143,71,33,Male
149,97,35,Male
159,85,19,Male
186,105,38,Male
171,59,32,Female
155,104,19,Female
158,100,34,Male
154,62,31,Male
170,65,39,Male
144,99,18,Female
186,87,23,Male
153,95,39,Female
154,97,35,Male
143,85,39,Female
148,101,23,Male
167,87,30,Male
160,51,19,Female
168,64,29,Male
181,73,23,Male
167,61,27,Female
159,94,36,Female
170,90,33,Female
191,86,36,Female
143,68,20,Male
155,96,37,Male
142,53,23,Female
189,99,34,Female
185,56,20,Male
183,86,27,Male
141,74,40,Male
158,103,23,Male
169,95,29,Female
152,56,21,Female
148,67,18,Male
158,62,25,Male
156,52,30,Female
166,89,32,Male
157,101,18,Female
166,86,22,Female
165,71,39,Female
176,73,39,Female
188,85,34,Female
153,71,25,Male
137,88,32,Female
171,79,35,Male
187,103,39,Male
152,52,30,Female
137,77,25,Male
184,103,18,Male
165,86,23,Male
163,51,38,Female
148,94,32,Male
186,104,25,Female
137,97,20,Female
162,71,29,Male
185,70,24,Female
184,98,36,Female
184,67,21,Female
159,54,26,Male
174,72,18,Male
137,93,31,Male
149,57,20,Male
178,55,39,Female
155,67,39,Female
170,64,38,Male
178,51,23,Male
182,82,40,Female
171,70,36,Male
180,71,26,Female
152,97,32,Female
153,86,30,Male
165,74,30,Female
147,83,25,Male
167,89,27,Male
159,49,25,Male
137,78,33,Female
138,58,35,Female
179,99,19,Female
149,66,19,Female
181,83,20,Male
146,93,28,Female
185,60,36,Female
191,82,40,Male
156,58,24,Female
176,97,18,Female
167,103,26,Female
147,98,30,Female
155,56,20,Male
188,65,26,Female
183,72,21,Male
174,60,36,Male
182,84,22,Female
168,79,23,Female
170,91,20,Female
172,48,37,Female
173,101,20,Male
175,75,21,Female
169,56,23,Female
161,103,36,Female
165,94,28,Male
178,86,32,Male
138,60,18,Female
144,82,21,Male
166,95,26,Female
155,92,20,Female
170,86,35,Male
164,93,18,Male
179,48,29,Male
179,103,18,Male
138,89,27,Female
172,49,35,Male
162,58,30,Female
158,91,25,Female
147,61,23,Female
151,91,27,Female
147,93,21,Female
174,99,18,Male
174,83,30,Male
168,86,23,Male
188,101,38,Female
154,57,29,Female
163,98,19,Male
165,60,28,Male
157,88,25,Male
145,97,35,Male
165,55,18,Male
149,97,33,Female
183,103,40,Female
180,70,30,Female
190,104,38,Female
189,51,21,Female
164,91,36,Male
144,86,24,Female
161,89,27,Male
148,85,26,Male
147,105,28,Female
163,100,23,Male
144,50,30,Male
183,103,30,Female
188,49,30,Female
173,48,34,Female
149,85,40,Female
147,74,32,Male
162,59,23,Female
169,101,18,Male
145,96,32,Female
190,62,40,Male
170,88,27,Female
143,89,37,Female
190,103,19,Female
169,81,36,Female
144,62,27,Female
173,56,28,Male
144,57,28,Female
183,56,32,Male
137,63,20,Female
188,95,34,Male
183,84,32,Female
172,55,27,Male
175,59,40,Male
147,105,34,Female
176,87,20,Male
146,105,32,Male
177,81,28,Male
139,62,34,Male
164,50,26,Female
150,59,31,Male
140,81,18,Female
187,50,23,Female
177,66,20,Female
155,99,26,Male
160,77,29,Male
153,100,24,Male
171,70,27,Female
161,84,27,Male
181,78,32,Female
156,74,24,Male
175,98,26,Female
149,60,32,Male
147,55,29,Female
146,70,25,Female
182,92,18,Male
170,99,29,Male
161,53,32,Male
173,80,32,Male
148,67,38,Female
150,53,34,Male
176,75,32,Female
175,69,27,Female
183,78,31,Male
149,82,27,Female
151,102,39,Female
153,81,26,Male
178,64,40,Male
155,84,31,Male
149,101,37,Female
137,48,21,Female
169,65,26,Male
143,75,35,Female
142,79,39,Male
148,76,34,Male
182,85,18,Female
145,55,38,Female
151,94,18,Male
145,87,32,Male
143,61,32,Male
143,74,39,Female
178,58,25,Male
191,49,22,Female
161,63,21,Male
142,104,23,Female
160,76,40,Male
148,92,24,Male
175,62,19,Female
137,59,26,Male
185,80,18,Female
182,79,21,Female
164,82,29,Male
175,62,36,Male
141,51,26,Male
191,84,26,Female
168,87,24,Female
145,90,30,Female
141,93,38,Male
189,78,19,Female
176,101,33,Male
160,70,27,Female
185,105,25,Female
139,101,38,Female
181,69,19,Male
169,78,27,Male
163,74,25,Female
182,84,36,Male
188,48,39,Female
138,105,20,Female
146,77,21,Female
171,103,36,Female
167,101,40,Male
170,105,40,Female
179,50,21,Male
160,88,37,Male
149,73,35,Male
144,68,20,Male
139,66,39,Male
184,62,27,Male
155,70,26,Male
189,74,19,Male
157,59,38,Female
141,104,37,Female
160,51,23,Male
191,82,18,Female
158,54,35,Female
149,67,36,Male
190,83,26,Male
165,90,34,Female
137,82,34,Female
179,92,37,Male
178,103,19,Female
169,70,24,Female
153,50,40,Female
175,94,22,Female
168,95,39,Female
191,93,22,Male
177,55,20,Male
154,63,19,Male
186,62,26,Male
154,69,26,Female
137,105,22,Female
159,62,34,Female
167,92,39,Female
151,73,18,Female
173,87,38,Male
177,57,24,Male
157,97,33,Female
177,64,23,Male
150,81,18,Female
190,97,29,Female
161,56,40,Male
166,76,27,Male
157,69,21,Male
191,88,24,Male
153,60,40,Male
168,84,35,Male
159,66,24,Male
162,80,28,Male
140,68,26,Female
152,99,25,Female
162,104,28,Female
190,100,18,Male
170,58,24,Female
172,49,35,Male
138,72,18,Male
159,90,25,Male
157,87,22,Male
181,73,36,Male
188,85,30,Male
156,99,33,Female
173,49,20,Male
173,90,38,Female
167,100,22,Female
146,60,22,Male
187,75,24,Female
148,77,25,Female
141,63,32,Male
156,82,21,Female
151,53,40,Male
159,52,24,Male
138,84,36,Male
187,54,34,Female
145,74,20,Male
139,50,35,Female
190,57,33,Male
160,71,20,Male
140,86,27,Female
137,71,32,Male
161,77,35,Male
186,59,19,Male
142,88,26,Male
163,52,34,Male
145,95,28,Female
151,58,23,Female
177,97,25,Female
181,65,22,Male
150,87,37,Female
153,85,37,Female
154,100,20,Female
178,65,37,Male
141,105,25,Male
140,60,21,Male
185,54,39,Female
141,71,40,Male
139,103,34,Male
148,53,38,Female
177,93,32,Female
151,97,37,Male
175,68,27,Male
147,88,31,Female
156,96,39,Male
162,74,28,Female
190,87,22,Male
137,92,22,Female
184,92,36,Male
153,52,19,Male
188,74,30,Male
144,63,22,Female
153,94,29,Female
158,80,36,Female
154,85,38,Female
137,72,40,Male
139,69,26,Male
176,49,28,Male
177,64,37,Female
138,74,35,Female
185,84,27,Female
178,98,23,Female
156,73,19,Female
158,77,27,Male
174,52,19,Female
166,82,27,Female
184,54,21,Female
144,105,40,Female
142,69,33,Male
154,85,30,Female
165,49,40,Male
143,96,32,Male
158,98,33,Female
183,81,19,Female
185,73,32,Female
178,82,21,Female
186,58,32,Male
151,61,23,Male
177,87,29,Female
161,72,31,Male
180,58,31,Female
149,83,36,Male
137,77,32,Female
146,61,36,Female
175,101,33,Female
147,84,31,Male
173,99,28,Female
186,64,18,Female
168,99,36,Female
156,103,34,Male
163,85,32,Female
152,103,40,Male
170,85,25,Female
159,89,35,Male
149,65,34,Male
152,92,23,Male
170,49,26,Female
146,61,18,Female
160,80,27,Female
155,78,28,Male
160,105,33,Female
178,101,28,Male
149,82,19,Female
148,104,33,Female
187,54,33,Male
187,66,30,Female
184,86,38,Male
155,88,25,Female
152,104,21,Female
176,54,26,Male
163,102,26,Female
180,104,30,Male
142,68,22,Male
137,69,24,Female
187,99,30,Female
155,83,32,Female
150,57,27,Female
183,99,18,Male
172,62,31,Male
164,48,18,Male
156,101,23,Female
144,105,35,Female
159,90,28,Female
183,67,33,Male
157,59,35,Male
178,105,25,Male
154,65,32,Female
156,75,18,Female
174,50,24,Male
156,84,27,Male
154,91,36,Female
159,52,23,Female
177,77,24,Female
157,66,18,Female
175,103,38,Male
191,70,26,Female
184,80,30,Male
183,104,21,Female
160,68,18,Female
188,87,33,Male
174,89,36,Female
147,82,37,Male
147,73,36,Female
187,64,33,Female
153,92,27,Male
157,63,26,Female
188,51,39,Female
137,73,27,Male
189,65,22,Female
146,72,31,Male
148,101,19,Female
177,94,25,Male
191,91,19,Male
146,61,21,Female
164,93,30,Female
186,103,37,Female
157,82,21,Female
165,101,24,Female
187,75,30,Female
157,66,23,Male
164,95,34,Female
191,104,29,Male
159,103,24,Male
189,99,21,Female
137,66,34,Male
188,88,34,Female
147,92,38,Male
155,101,28,Female
161,73,30,Female
190,79,30,Male
156,87,20,Female
161,56,32,Female
186,76,31,Male
162,76,23,Female
183,81,38,Female
179,101,32,Female
170,93,36,Male
155,74,38,Female
180,68,25,Male
188,98,36,Female
155,105,32,Male
183,87,29,Male
143,105,37,Female
152,59,35,Female
190,83,33,Female
139,91,22,Male
168,98,19,Male
175,93,24,Female
150,76,23,Male
145,68,33,Female
158,99,32,Female
143,50,36,Female
151,68,32,Female
188,95,33,Female
159,69,27,Male
165,91,20,Male
183,51,23,Female
152,95,32,Male
162,74,24,Male
186,95,20,Male
191,83,30,Female
156,74,37,Male
165,78,35,Female
137,52,24,Female
183,50,40,Male
161,93,40,Female
179,80,28,Female
170,103,34,Female
168,67,33,Female
157,91,25,Male
157,74,36,Male
148,53,38,Female
169,102,33,Female
172,96,19,Female
137,81,25,Male
172,78,33,Male
151,95,39,Male
179,76,36,Male
176,92,31,Female
191,49,22,Male
153,48,30,Male
188,93,32,Male
154,70,38,Female
162,94,29,Male
162,48,31,Female
156,67,36,Female
189,89,38,Male
156,80,28,Female
185,98,37,Male
171,97,35,Male
148,65,27,Female
187,82,25,Female
167,93,19,Female
180,54,35,Female
180,77,23,Male
158,101,30,Male
146,83,25,Male
173,89,38,Male
158,80,19,Female
158,75,23,Female
171,77,32,Female
184,69,39,Female
182,85,22,Female
189,98,38,Female
166,103,40,Male
143,48,27,Male
185,96,35,Male
163,79,38,Male
150,86,28,Male
158,100,28,Male
140,100,22,Male
157,102,35,Female
163,104,21,Female
188,77,33,Female
169,98,21,Male
170,75,27,Female
140,89,23,Male
171,56,27,Male
187,66,39,Female
185,51,19,Male
143,61,37,Female
159,92,33,Male
171,63,22,Male
154,103,26,Female
188,68,28,Female
156,62,37,Female
188,64,21,Male
156,57,33,Female
155,101,32,Male
166,90,27,Male
189,98,23,Female
182,58,24,Male
172,67,35,Female
155,63,27,Female
164,68,30,Male
154,72,26,Male
151,99,34,Male
145,80,29,Female
188,99,39,Female
158,74,23,Female
160,103,20,Male
188,63,30,Female
151,48,23,Male
165,80,18,Male
189,59,21,Male
138,49,22,Female
144,51,33,Male
188,67,29,Female
145,83,35,Female
179,49,25,Female
137,49,18,Male
143,99,20,Male
149,86,30,Female
159,75,39,Female
174,85,39,Female
175,62,35,Female
146,69,33,Male
172,103,32,Female
167,66,22,Male
175,54,20,Female
165,88,21,Female
184,95,27,Female
174,103,32,Male
181,70,35,Male
155,64,18,Female
189,87,18,Male
143,102,32,Male
189,73,23,Female
151,48,24,Female
166,94,21,Male
150,71,29,Female
175,104,35,Male
174,68,31,Male
157,84,37,Female
186,105,19,Female
188,74,27,Female
181,69,26,Female
168,59,26,Male
160,63,27,Male
183,52,25,Male
191,60,20,Female
144,97,29,Female
152,49,21,Male
157,64,18,Female
140,54,27,Male
168,60,20,Male
168,90,34,Female
189,54,33,Male
171,93,40,Male
184,53,38,Male
145,99,20,Female
143,56,22,Female
141,65,21,Female
189,88,22,Male
176,93,19,Male
146,64,27,Male
149,64,27,Male
144,104,35,Female
177,49,31,Male
182,71,30,Male
137,92,40,Female
157,57,37,Female
164,88,28,Female
185,96,33,Male
139,89,24,Female
157,88,37,Male
174,50,23,Female
165,81,28,Female
184,57,20,Female
163,57,37,Male
149,62,28,Male
149,80,18,Female
138,81,29,Female
190,82,40,Male
138,55,38,Male
182,98,24,Male
139,70,24,Male
181,72,26,Male
137,89,37,Female
182,65,34,Female
162,79,18,Female
186,84,19,Male
160,102,35,Male
139,64,32,Female
146,63,29,Male
146,56,25,Male
166,70,18,Female
189,77,23,Male
166,73,18,Male
167,57,35,Female
160,62,31,Male
183,69,30,Female
160,74,31,Female
188,95,20,Female
161,72,26,Female
163,80,24,Male
178,64,38,Female
184,104,40,Female
153,102,36,Male
191,55,24,Female
163,70,33,Male
139,58,21,Male
144,85,36,Female
166,61,38,Male
183,89,18,Female
148,68,19,Female
164,102,32,Female
153,104,38,Male
156,85,33,Female
166,100,19,Male
150,94,32,Male
181,78,32,Female
186,100,40,Female
190,86,18,Male
148,77,35,Male
176,54,33,Male
142,87,37,Female
165,54,37,Female
167,49,35,Male
144,98,33,Female
157,97,31,Male
153,104,20,Male
152,104,31,Female
187,66,30,Female
187,63,30,Female
189,74,21,Male
152,102,40,Male
189,71,38,Female
146,88,24,Male
152,103,20,Female
141,104,30,Female
165,55,26,Male
145,77,24,Male
168,74,33,Female
140,67,19,Male
144,55,18,Male
178,82,36,Male
165,89,27,Male
152,105,40,Female
177,95,40,Female
183,81,24,Male
158,61,33,Male
189,101,30,Female
176,65,37,Male
148,98,20,Female
143,102,22,Female
155,85,31,Female
163,68,30,Female
159,104,31,Male
146,97,32,Male
163,94,19,Female
150,49,20,Male
174,75,26,Female
172,84,27,Male
164,51,20,Male
145,84,22,Female
149,82,33,Female
147,59,31,Female
168,51,24,Female
150,91,21,Male
157,52,20,Female
178,93,29,Female
164,56,18,Female
174,68,40,Male
179,50,37,Female
155,81,21,Female
161,99,40,Male
160,49,37,Female
169,65,36,Female
182,67,19,Male
155,75,35,Female
146,61,25,Male
187,84,27,Female
155,91,31,Female
143,61,29,Male
144,83,39,Male
191,64,34,Male
182,81,18,Male
159,51,36,Male
150,58,38,Male
189,65,38,Female
166,81,30,Female
174,72,20,Male
188,90,26,Male
155,95,24,Female
139,89,37,Female
144,77,30,Female
153,102,23,Male
181,90,36,Male
145,87,31,Female
188,48,39,Female
158,70,23,Female
167,101,34,Female
189,100,31,Female
145,69,26,Female
164,88,29,Female
165,68,36,Male
143,96,23,Male
147,54,23,Male
155,100,31,Male
153,53,40,Female
138,88,38,Male
144,56,31,Female
173,98,30,Male
168,70,29,Female
170,81,40,Male
178,55,40,Male
166,77,28,Male
143,62,35,Male
138,93,31,Male
137,70,32,Male
155,95,39,Male
155,90,22,Female
141,101,39,Male
140,95,33,Male
187,64,27,Male
141,105,22,Male
145,89,40,Female
184,98,21,Female
162,61,30,Male
147,63,34,Male
188,76,25,Female
185,100,21,Male
189,60,19,Female
177,103,23,Male
142,91,24,Male
165,97,34,Male
180,105,35,Female
152,67,18,Male
143,54,27,Female
160,49,36,Female
144,88,26,Female
152,58,31,Female
145,66,23,Male
163,94,19,Female
172,85,18,Female
149,103,18,Male
144,80,32,Female
152,53,21,Female
171,94,24,Male
139,48,24,Male
177,98,19,Male
178,102,25,Female
178,62,25,Female
153,80,39,Male
161,49,31,Female
184,60,31,Male
162,98,31,Male
186,77,34,Male
184,58,34,Female
155,87,30,Male
141,77,35,Female
183,71,37,Female
172,75,18,Female
176,51,19,Female
170,91,31,Male
172,74,20,Male
152,55,29,Female
152,96,35,Male
171,80,36,Male
159,105,38,Male
172,54,35,Male
168,103,37,Female
177,48,18,Male
175,91,35,Male
166,48,31,Male
191,78,20,Male
148,54,25,Male
171,101,32,Female
191,93,39,Male
143,56,24,Male
150,78,34,Female
161,72,31,Female
173,69,29,Male
149,90,25,Male
176,48,24,Male
186,75,36,Male
162,66,31,Female
189,87,38,Female
174,64,37,Female
165,84,28,Female
173,60,31,Female
178,102,39,Female
159,63,38,Female
175,93,36,Female
151,80,39,Female
179,104,18,Female
145,95,19,Female
146,53,40,Female
169,99,18,Female
183,62,22,Male
189,71,36,Male
185,78,34,Female
172,52,40,Female
178,90,38,Male
172,92,29,Female
146,80,21,Female
166,96,18,Female
143,85,18,Female
145,95,27,Male
160,87,34,Male
171,86,32,Female
149,95,29,Male
143,71,38,Female
182,67,23,Female
182,59,27,Female
161,104,37,Female
148,63,40,Female
175,89,25,Male
189,93,35,Female
155,98,18,Male
152,48,21,Male
176,56,22,Female
141,77,30,Female
184,79,22,Female
141,99,33,Male
162,93,21,Female
190,65,25,Female
151,82,29,Female
187,66,29,Female
182,102,24,Male
165,85,18,Female
181,72,23,Male
173,95,21,Female
181,62,35,Female
188,95,33,Male
172,85,21,Male
186,90,19,Female
153,70,18,Male
184,84,39,Male
170,85,39,Male
190,90,28,Female
141,56,27,Female
142,97,19,Male
189,71,23,Male
164,64,28,Male
189,104,19,Female
176,55,34,Female
169,103,27,Female
180,70,33,Male
174,87,32,Male
142,77,25,Female
144,49,20,Female
186,66,33,Male
168,51,36,Female
167,85,26,Male
137,82,22,Female
179,74,30,Male
160,52,26,Female
169,66,36,Male
144,91,33,Male
157,103,29,Male
142,62,18,Female
161,80,27,Female
172,94,22,Female
147,53,40,Male
166,95,25,Female
159,48,24,Female
158,93,37,Female
161,50,26,Female
137,102,22,Female
177,103,40,Female
148,82,18,Male
139,63,27,Female
151,98,20,Male
171,48,34,Male
190,69,37,Female
166,98,18,Male
154,77,25,Female
188,50,26,Female
169,75,21,Female
189,89,37,Male
157,57,29,Male
160,100,22,Female
171,64,25,Female
164,48,32,Female
150,71,38,Female
152,48,31,Female
155,69,25,Male
164,68,31,Male
166,84,37,Male
156,91,18,Male
185,63,37,Male
157,85,40,Male
151,78,33,Female
191,94,36,Female
152,73,39,Female
180,48,38,Male
151,56,27,Male
187,57,32,Female
150,82,25,Female
142,94,32,Female
138,61,21,Male
158,85,22,Female
185,72,18,Male
187,91,31,Male
173,57,29,Female
156,63,34,Female
173,97,19,Female
167,63,18,Female
164,68,25,Male
177,92,20,Female
137,67,26,Male
144,49,23,Male
168,57,25,Female
137,72,18,Female
179,66,35,Male
167,84,22,Female
169,61,38,Male
144,70,23,Male
160,105,32,Female
186,62,25,Female
150,88,18,Female
164,71,27,Female
158,59,18,Male
156,54,27,Male
186,48,32,Female
153,70,25,Female
178,67,28,Female
144,82,18,Male
168,77,33,Male
158,97,23,Female
151,104,20,Male
171,77,26,Male
178,54,26,Female
166,52,30,Female
153,65,20,Female
154,62,34,Male
158,54,30,Female
189,83,27,Female
178,48,34,Female
174,80,34,Female
150,95,39,Male
140,96,25,Male
164,87,31,Female
141,99,20,Male
189,76,37,Male
166,58,19,Male
182,88,27,Male
155,101,23,Male
141,80,25,Male
152,64,32,Male
155,59,24,Male
171,57,25,Male
176,77,19,Male
166,90,20,Female
187,101,40,Female
186,67,33,Male
143,104,20,Female
173,58,26,Male
139,68,19,Male
150,93,30,Female
142,83,22,Female
154,86,28,Male
152,51,29,Female
188,84,18,Male
168,96,39,Female
179,86,34,Male
180,53,29,Male
140,86,29,Male
147,92,28,Male
176,63,18,Female
176,57,19,Male
183,75,22,Female
184,80,39,Female
184,87,20,Male
173,98,20,Male
181,102,33,Female
146,93,27,Male
190,105,31,Male
163,66,23,Female
145,64,28,Female
187,96,30,Male
140,89,34,Male
163,59,24,Male
186,91,33,Male
181,81,25,Male
167,85,26,Female
142,70,32,Female
172,100,21,Female
153,49,35,Male
146,59,20,Female
174,67,29,Female
145,94,18,Male
152,104,31,Male
146,87,34,Female
162,98,18,Male
162,59,37,Male
143,98,36,Male
181,104,28,Female
156,54,38,Female
160,76,29,Male
140,101,28,Male
170,72,29,Male
185,83,37,Male
147,48,38,Female
148,88,33,Male
183,95,37,Female
178,58,23,Female
180,68,25,Male
157,78,34,Female
177,103,34,Female
190,72,18,Male
187,76,28,Male
147,99,26,Female
143,96,40,Male
185,87,22,Male
139,99,29,Female
140,49,28,Female
183,99,32,Male
153,70,20,Female
159,54,23,Male
167,63,37,Female
139,79,20,Female
140,63,34,Female
187,95,25,Male
185,92,30,Male
158,74,25,Male
177,102,24,Female
184,66,30,Female
147,103,34,Male
145,82,39,Female
139,94,32,Male
154,88,27,Female
180,92,31,Male
167,101,22,Male
139,56,19,Female
138,54,37,Female
183,78,25,Female
150,104,34,Female
163,103,25,Female
191,83,39,Female
138,97,22,Male
150,58,22,Female
153,69,37,Male
179,105,36,Female
153,90,23,Male
174,53,21,Male
164,100,23,Male
177,85,40,Male
140,90,19,Female
179,57,27,Female
174,70,26,Female
140,77,32,Male
152,50,19,Male
156,63,28,Male
137,90,33,Female
168,102,31,Male
183,71,22,Male
140,80,37,Female
189,48,38,Male
148,81,38,Male
175,53,25,Female
145,70,32,Male
175,71,34,Male
171,105,37,Male
182,57,20,Female
172,91,38,Female
169,90,24,Male
181,101,28,Male
176,59,27,Female
171,84,32,Female
179,50,36,Male
162,55,28,Male
170,55,34,Female
178,64,35,Male
173,63,27,Female
170,75,37,Female
141,104,22,Female
154,69,30,Female
145,101,28,Female
138,67,40,Female
158,62,21,Male
187,103,39,Female
154,73,25,Female
191,66,24,Male
174,60,25,Female
187,93,18,Male
185,96,32,Male
184,85,33,Female
169,89,25,Female
160,79,30,Male
151,103,20,Male
165,97,35,Female
173,102,30,Male
154,67,18,Female
153,77,29,Male
165,52,29,Male
165,84,24,Female
181,71,38,Male
179,76,30,Male
168,60,31,Female
152,60,34,Female
182,79,28,Female
149,69,39,Female
166,104,35,Female
146,75,33,Male
169,62,34,Female
185,103,23,Male
152,48,35,Male
138,74,26,Female
167,58,37,Female
143,61,20,Female
190,79,29,Male
182,94,38,Male
167,50,29,Male
185,58,26,Female
184,98,30,Male
155,105,18,Female
177,69,40,Male
138,83,22,Female
174,61,26,Male
167,60,37,Female
139,82,32,Female
162,105,34,Female
179,76,18,Male
187,93,38,Male
170,77,33,Female
141,54,24,Female
144,100,18,Female
175,51,35,Male
158,67,28,Male
154,55,33,Male
157,61,23,Female
154,83,37,Male
156,83,28,Male
167,91,40,Female
157,100,37,Female
173,105,22,Female
171,97,38,Male
138,52,26,Female
182,102,23,Male
151,101,24,Female
191,70,18,Male
165,73,31,Female
138,95,35,Female
167,73,37,Female
157,57,26,Male
150,97,37,Male
146,90,34,Male
181,67,34,Female
181,89,23,Female
175,97,18,Male
170,79,37,Female
158,99,25,Female
145,98,34,Female
178,97,28,Male
162,58,35,Male
